Geneid	A1	A3	A12	A13	A16	A17	A18	A19	A24	A25	A28	A29	A32	A33	A36	A37	A40	A41	A44	A45	A48	A49	A50	A51
Itpa-ps1	19	24	13	10	26	7	24	7	21	7	15	20	7	24	6	29	9	16	12	9	6	20	19	21
2810002D19Rik	18	28	22	53	50	59	61	50	34	16	53	61	54	69	69	70	40	45	57	42	58	60	83	105
Api5	1425	1116	1510	1306	1366	2202	1549	1483	2394	2407	2303	2451	2059	2478	2741	2766	2120	2121	2286	1785	1971	2292	2818	4101
Gm44461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13798	0	0	4	0	0	0	0	5	3	0	2	1	0	3	0	2	3	1	2	3	0	0	1	0
Gm13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4c	0	0	0	0	0	0	0	0	0	0	2	0	6	1	1	0	0	0	1	1	2	0	1	0
4930445B16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17076	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13803	2	0	0	0	0	2	0	0	2	4	3	1	6	3	3	0	0	2	2	2	2	2	1	0
Gm13804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10801	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10800	0	0	0	0	0	0	0	0	3	29	0	0	1	2	0	0	2	0	2	0	3	0	0	0
Gm29235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm13808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13810	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
B230118H07Rik	20	19	29	30	42	34	24	19	62	66	30	46	45	29	53	98	44	35	47	29	29	35	67	126
Gm20693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rag2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rag1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Traf6	649	666	715	804	560	1084	856	638	611	747	652	595	638	765	890	708	658	544	511	557	549	674	755	1058
Prr5l	0	0	0	0	6	0	9	0	10	8	21	8	3	10	2	3	12	11	6	5	5	29	3	1
Gm13905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd9	563	600	540	464	653	404	560	391	403	324	355	362	292	371	314	380	376	295	291	246	344	354	468	623
Ldlrad3	66	77	71	69	149	163	217	123	146	118	81	61	142	135	36	30	82	92	77	71	126	145	49	400
Gm13919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13921	0	0	5	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm13866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim44	254	265	447	641	293	765	250	294	602	864	585	607	417	532	996	811	634	420	436	531	363	492	830	589
Gm13868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fjx1	0	10	1	0	9	0	0	4	7	6	1	10	2	11	1	2	11	3	0	0	0	0	2	63
Pamr1	17	3	5	0	1	0	0	1	0	4	2	15	2	4	0	1	11	5	1	0	3	3	0	16
Slc1a2	0	0	0	0	6	0	0	1	2	0	10	20	72	29	8	16	16	13	28	25	14	33	10	16
Gm13872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	543	453	1282	740	755	1472	394	593	914	1862	1145	990	266	399	949	609	1043	720	934	778	539	652	1819	1166
Gm23731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdhx	254	254	485	465	339	407	323	285	373	349	309	320	257	365	324	456	379	288	252	244	294	296	349	506
Apip	20	15	55	48	56	53	32	30	69	77	74	41	32	62	104	106	44	53	49	26	40	45	88	65
Gm10038	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehf	2910	1918	3083	2348	2212	4204	2013	2430	4034	6067	4594	4931	2874	4070	7491	6676	4770	3946	3426	3189	2687	4050	3798	5203
A930006I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC016548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cat	4496	4013	5028	4249	6872	5423	7994	6889	4126	3806	4051	3284	4670	5008	3338	3573	3810	3686	3627	4045	3923	4326	3218	5399
Gm13996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abtb2	60	110	161	69	474	417	363	432	297	149	173	166	361	300	105	63	174	175	158	233	303	176	32	279
Nat10	264	216	475	377	339	313	151	123	284	427	248	265	112	140	581	583	298	200	182	158	125	147	551	528
Caprin1	4106	3012	5510	5407	4997	6278	4610	4218	5248	7688	5425	5310	3960	5105	9289	7427	5464	4561	5047	5167	4029	4931	7587	10125
4930547E08Rik	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	5	1	3	0	0	0	0	0	1
Gm13878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm13880	0	3	2	8	12	4	0	4	0	4	0	3	1	2	1	0	2	2	4	4	4	4	4	7
Gm13877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm22757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmo2	3	1	0	0	0	0	0	0	0	3	3	0	0	0	0	1	4	0	0	2	4	1	1	4
4931422A03Rik	0	0	1	0	0	0	7	1	1	0	1	1	1	0	0	0	0	1	3	0	0	6	3	7
Fbxo3	661	480	642	626	749	844	702	684	939	967	964	1001	907	942	1060	1237	888	859	897	642	763	953	1108	1709
Gm24644	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1
Gm10912	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59b	0	0	3	0	0	2	0	2	2	0	3	0	1	0	0	0	0	3	0	0	0	0	0	1
Cd59a	10	0	9	0	2	0	9	0	10	1	0	3	2	3	0	2	0	0	1	0	0	0	1	0
A930018P22Rik	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	2	2	0	0	0	0	0	0
D430041D05Rik	0	0	0	0	0	0	0	0	0	0	1	2	11	5	0	2	2	2	2	1	2	3	0	0
Gm22501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13882	10	14	14	1	9	1	8	9	4	0	9	4	3	10	8	4	0	3	10	2	3	1	9	7
Hipk3	1894	1876	1315	1329	1455	2396	1394	1499	1593	2222	1614	1691	1757	2053	2819	2505	1826	1487	1276	1428	1238	1755	1683	2396
Mir1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13884	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Platr14	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm22439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstf3	234	184	323	203	281	274	260	214	467	407	414	474	351	428	568	617	404	370	398	327	311	459	568	777
Tcp11l1	147	85	191	260	84	93	67	81	90	162	108	124	61	68	139	91	105	91	109	70	85	91	113	35
Pin1rt1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
Depdc7	469	445	574	363	474	438	500	446	484	396	472	498	410	571	455	614	409	489	418	318	486	544	673	937
Qser1	342	337	378	322	225	669	328	313	424	763	440	455	371	487	1032	759	459	389	310	384	353	386	597	1111
Gm13886	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	2	0	1	0	1	0	1
Prrg4	250	235	282	240	275	544	355	235	312	409	362	362	350	520	465	441	298	351	302	200	291	322	403	613
Ccdc73	6	3	1	1	0	2	0	3	9	7	12	5	5	10	3	3	10	8	13	9	7	4	20	26
Gm13887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3m	1100	881	1732	1277	1190	1119	1072	1008	1221	1390	1228	1252	952	1041	1611	1750	1092	883	1225	907	967	940	1720	2772
Gm13888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wt1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Them7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcn1	17	14	10	1	9	1	7	15	7	16	6	9	4	20	2	6	9	1	10	7	3	8	28	146
4930527A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax6os1	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	2	0	1	8
Gm13890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paupar	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0
Pax6	41	17	3	0	15	0	8	2	12	1	2	5	9	10	18	6	4	0	8	4	5	9	25	99
Elp4	70	55	93	66	64	189	90	60	130	135	85	132	64	91	182	157	119	95	102	69	69	80	210	246
Gm13954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Immp1l	70	55	81	44	174	165	123	132	311	221	281	344	287	308	237	283	249	275	248	164	366	307	398	661
Dnajc24	122	124	140	186	284	184	180	84	143	127	124	110	100	131	107	163	126	116	93	88	93	118	152	201
Gm22002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
n-R5s201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Dcdc5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	2	0	0	2
Gm13992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14013	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB218582	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0
Mpped2	62	65	55	41	26	33	58	40	23	38	35	38	30	31	28	20	11	34	16	6	30	17	22	0
Gm22813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl14ep	176	126	237	315	214	377	224	174	180	237	192	184	126	155	315	261	170	124	149	149	156	150	249	296
Gm13900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13904	0	9	8	0	0	14	0	0	13	8	8	24	6	10	2	27	20	10	10	10	8	7	4	7
Fshb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Gm9864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
Gm23439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps4	9	28	59	27	31	15	8	18	1	0	0	2	0	0	0	2	0	2	0	0	0	4	5	9
Gm13910	10	12	12	15	15	18	29	14	15	17	14	19	23	16	13	10	19	17	21	12	25	13	17	32
Gm13923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl15	40	26	66	49	19	24	3	55	52	26	41	24	21	40	38	45	22	31	36	37	25	37	67	124
Gm24115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif18a	45	4	8	27	18	60	12	13	86	81	59	51	25	36	118	122	52	51	32	13	44	42	77	150
Gm13924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45346	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm20638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0
Bdnf	315	339	109	52	137	58	104	139	72	93	82	117	113	115	63	114	98	109	83	113	140	123	17	37
Gm13932	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0
Lin7c	3406	2144	2368	2581	2653	5699	4059	3016	4524	4749	4304	4840	4255	4998	4129	4116	4139	4214	4343	3854	3427	4686	4071	6563
Platr8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	3
Lgr4	4346	3977	3209	3185	4171	5348	3502	3344	2931	3872	3359	3339	3212	3530	3662	3347	3175	2975	3130	3091	3207	3442	5567	7918
Ccdc34	480	368	446	701	501	448	239	212	430	424	378	407	230	312	608	706	329	264	360	192	339	339	688	1502
Ccdc34os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm13936	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm13937	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm22997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbox1	0	0	0	0	0	0	0	0	1	0	0	4	1	1	0	3	1	2	0	0	2	2	5	1
Fibin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a12	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4	1	3	2	0	5	0
Ano3	57	97	201	168	101	289	186	207	258	470	365	291	177	242	653	619	231	167	261	276	222	230	509	17
Muc15	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	3	0
Gm13942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13961	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	5	2	4	1	1	0	0	0	1
Olfr1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	3	0	0	0	1	0
Olfr1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1291-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1292-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1293-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1296-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1300-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr1304-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr268-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	5	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1315-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1318	0	0	1	0	21	0	0	4	0	4	1	1	2	1	0	0	5	0	1	1	0	0	4	1
Olfr1319-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lpcat4	4057	5442	8515	8420	8216	5347	7017	7377	3010	2986	3362	3189	3009	3604	2542	2682	2835	2725	3994	3491	3080	2958	3437	6209
Nutm1	37	7	29	83	29	15	10	2	17	17	11	11	11	17	14	8	13	9	19	19	15	9	8	8
Nop10	443	356	816	594	612	393	550	414	515	393	526	462	323	370	291	587	505	474	505	284	351	444	912	1092
Slc12a6	480	438	386	617	532	870	641	491	678	647	641	650	716	769	572	651	668	742	511	534	542	658	744	822
Gm21985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
