Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Ctbp2_KO1	Ctbp2_KO2
Gm29718	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm17781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr5a2	412	598	933	653	469	565	626	992	575	425	641	533	519	680	583	583	748	540
Gm23763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm37057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006P03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4258	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Gm37298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm26979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130050O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26930	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
D130019J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
Mir181a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A430106G13Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	4
Mir181b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprc	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	2	0
A130071D04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm28500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek7	626	619	371	311	478	556	577	903	621	413	906	941	552	777	818	762	723	628
Gm28501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37080	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Gm37101	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm5833	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Gm8790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2310009B15Rik	96	124	156	222	213	285	297	224	190	158	70	97	105	110	95	124	88	116
1700019P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37045	1	0	0	2	0	0	5	3	0	8	4	2	2	5	5	0	2	1
Dennd1b	1081	1201	728	590	601	673	662	1889	1189	1022	1171	916	1243	1503	998	1037	1155	1101
Gm37423	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
4930596I21Rik	4	1	0	0	0	0	0	0	0	0	3	0	0	3	0	1	5	0
Gm18553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Gm37470	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Gm43544	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm37655	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
Gm16304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37718	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1
Crb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
4933436E23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb41	281	338	241	161	216	157	220	256	174	196	795	768	258	381	460	467	493	350
Aspm	24	40	17	15	122	120	29	114	3	12	494	384	19	40	93	121	97	77
F13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4788	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr2	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Gm16332	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm5837	1	1	0	6	13	2	9	7	2	8	5	3	2	4	2	0	2	6
Gm5834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfh	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	6	0
Kcnt2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0
Gm37777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930590L20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37371	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37599	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5835	45	29	32	106	156	242	75	49	58	47	156	105	46	45	35	39	59	41
Cdc73	603	762	301	141	342	499	345	678	447	318	1201	1157	619	732	723	809	758	605
B3galt2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Gm6397	0	0	0	0	0	12	0	0	0	0	5	1	0	0	3	1	2	0
Glrx2	251	286	182	152	254	168	301	200	178	162	202	304	284	282	266	301	309	282
Trove2	322	398	268	197	135	139	223	378	130	127	848	654	396	531	438	462	372	338
Uchl5	251	331	121	120	167	111	116	197	120	143	545	481	234	355	372	439	312	276
Gm29170	0	7	0	5	1	0	0	10	0	0	0	6	2	1	7	7	1	1
Gm25663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs2	26	46	183	68	13	27	22	8	26	41	2	15	37	40	37	51	27	27
Rgs13	1	0	16	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
Rbm6-ps2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
Rgs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7266	9	1	0	7	11	0	0	6	0	2	4	7	3	1	1	1	1	0
Rgs21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29514	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brinp3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm15583	0	0	0	3	0	0	0	0	1	0	0	1	0	1	1	0	0	2
A230059L01Rik	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g4a	121	140	132	111	196	121	117	177	88	77	210	187	117	145	273	235	193	216
n-R5s219	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Gm19136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os	0	0	0	0	3	0	0	0	0	0	0	4	1	1	2	0	0	0
Ptgs2	152	129	372	246	220	185	155	113	156	253	134	102	83	176	160	145	136	112
Gm9687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm3-ps	1	2	1	11	9	2	5	1	2	12	6	11	1	8	3	4	9	4
Gm4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdc	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odr4	709	805	333	166	224	210	204	466	197	305	771	750	767	956	729	734	739	714
Tpr	1645	2176	1612	1433	1655	1274	1070	2828	1466	1696	4177	3388	1926	2325	2182	2400	2435	1841
Prg4	3	0	3	0	0	0	0	0	3	0	0	2	0	2	3	1	3	3
Ska2l-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Hmcn1	3	2	0	0	1	0	0	19	0	0	1	2	0	5	5	0	7	5
Gm20631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8941	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C730036E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110040M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10138	17	13	73	42	25	14	29	41	9	51	13	11	25	12	10	19	12	13
Ivns1abp	2476	2822	1080	631	1185	775	1091	2744	1560	1496	2195	2293	2765	3009	2339	2590	2545	2602
Swt1	252	316	126	60	103	115	131	404	206	125	303	348	277	325	349	321	252	230
Trmt1l	508	572	226	258	574	775	540	715	700	569	694	682	550	588	582	483	550	443
Mir7682	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	3	0
Gm37893	17	9	6	3	3	33	10	26	22	4	17	32	19	33	31	32	26	29
Rnf2	521	683	381	360	478	356	423	549	320	460	632	684	583	768	597	600	514	484
Gm36527	0	0	0	0	0	0	0	0	4	0	3	2	0	0	1	1	1	1
Gm29072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19503	10	7	0	3	10	29	7	1	0	12	3	13	10	9	16	9	8	8
Gm28181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam129a	4928	4363	7712	7856	8770	8304	6912	8486	9298	8132	3158	2935	5724	6063	3833	3715	3916	4608
2810414N06Rik	30	22	45	11	10	18	5	8	20	10	22	22	36	18	15	18	23	25
Edem3	1856	2088	2713	2485	1408	1591	1688	2856	2352	2121	2069	1772	2239	2667	1833	2073	2014	1964
1700025G04Rik	143	167	245	298	360	267	273	336	182	257	181	195	108	181	228	306	204	192
Gm25279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsen15	52	29	14	7	62	1	33	16	0	15	37	71	14	20	50	28	25	29
Colgalt2	1	2	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	1
Gm15618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl1	6	13	2	16	69	42	8	8	2	12	56	56	16	19	31	26	21	10
Gm15479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7278	0	1	0	0	1	0	0	0	0	1	4	0	1	3	4	0	1	2
Gm28792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5	8272	9512	7778	8860	10664	10252	15843	12631	10723	8455	6468	9035	9409	10229	8755	8847	7274	8411
Ncf2	99	122	115	111	604	618	312	359	276	246	78	62	114	118	189	190	177	183
Smg7	2000	2059	2742	2258	2644	2299	2227	3459	2927	2732	2365	2259	2339	2616	1841	1969	2015	1955
Gm28791	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	1
1700040K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm8976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmnat2	321	330	103	174	373	201	270	539	463	431	128	124	236	311	266	389	216	218
Gm28960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lamc2	3738	3955	9667	10327	8023	7990	7267	6859	7622	7425	7145	5959	4276	4988	4456	4274	4185	3729
Lamc1	490	646	2011	2046	2276	2177	1408	1852	1846	1581	1722	1568	565	776	871	836	760	680
Gm38009	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm8818	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	2	1	0
E330020D12Rik	3	14	23	13	16	8	36	14	23	6	2	9	18	21	12	11	1	13
Shcbp1l	3	2	0	0	0	0	0	0	0	0	1	3	1	0	2	0	4	0
Gm25588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx9	1698	2233	1353	902	1672	1038	1101	2043	1327	1201	3842	4010	2060	2570	2465	2859	2795	2383
Npl	1	0	0	5	0	0	5	6	0	1	0	2	2	0	0	1	0	1
Gm6652	11	12	20	23	24	25	10	3	6	9	20	12	9	9	16	6	7	9
Rgs8	0	2	0	1	0	0	0	0	0	0	0	0	4	0	1	1	0	0
Gm29529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5530400K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230024C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs16	1	1	6	3	0	0	2	0	0	0	1	4	2	2	3	1	2	1
Gm28513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnasel	14602	17017	10482	8831	10385	9265	12761	18324	15936	13529	7682	8930	19102	20291	14423	14769	16278	16519
Gm28512	582	650	338	372	546	325	354	528	590	644	249	252	675	783	559	518	613	592
Rgsl1	19	20	0	3	16	11	20	18	8	10	5	2	11	28	23	8	33	16
Teddm2	1	0	0	2	0	10	3	8	0	1	0	3	1	5	4	5	2	2
Teddm1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm1a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mir8114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glul	1977	2312	1435	1656	2368	2322	3274	2934	4381	3687	1048	996	1507	2251	1766	2703	1740	1543
Gm29290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A830008E24Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1e	5	18	6	6	0	0	10	36	11	4	2	3	18	12	3	6	5	8
Gm29282	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	2	0
Gm29441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9530	28	10	28	28	59	69	29	14	55	58	14	13	20	39	15	24	11	17
Ier5	1803	1914	3056	4499	5429	5206	4361	2748	3427	4195	823	1448	2084	2170	1786	1751	1422	1549
Mr1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Stx6	481	594	890	812	993	808	1186	642	959	975	500	598	652	656	599	513	449	459
Gm8850	1	0	0	2	0	0	0	0	0	2	0	3	0	1	0	0	0	0
BC034090	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm37622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpr1	1891	2363	2399	1701	1747	2135	2050	5072	2519	2254	3671	2491	2231	2534	2400	2241	2673	2228
Gm22569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd6	151	138	383	501	749	793	498	292	331	374	452	430	183	176	259	265	210	209
Lhx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qsox1	714	528	2011	2315	1453	1199	1341	950	1318	1585	397	374	600	554	605	498	459	430
Gm37539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37571	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Cep350	1663	1852	2192	2429	1598	1410	1467	2874	2148	2367	2267	1783	1816	2139	1549	1642	1913	1690
Gm38038	0	1	0	0	0	0	0	0	0	0	0	2	1	5	1	0	0	0
Gm36934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9694	0	0	0	1	0	0	6	0	0	0	2	0	1	5	0	4	0	0
Tor1aip1	581	602	776	672	612	464	665	1036	791	766	713	561	585	644	509	575	471	496
9430034N14Rik	5	0	0	0	0	0	6	0	0	0	5	0	2	1	1	3	4	1
Tor1aip2	5445	5776	6746	5423	5542	5710	5678	8726	7085	6871	4986	5032	6255	6959	4736	5337	4738	4712
Fam163a	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm38113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd5	4	5	5	7	20	8	19	19	12	11	1	14	7	9	7	7	1	3
A430050A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930518J20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphs2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0
Axdnd1	4	0	0	1	6	9	1	0	0	2	3	5	2	1	4	12	7	2
Gm2000	34	19	151	266	312	320	174	87	55	189	44	54	24	23	26	26	30	11
Soat1	134	175	161	173	202	169	180	246	207	182	293	161	165	141	236	198	197	193
Gm37648	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0
Gm10031	17	36	77	19	29	43	44	123	65	42	40	28	37	36	25	26	18	27
Abl2	629	736	1577	1988	1165	1356	1126	1305	1089	966	966	887	737	911	758	870	1053	999
Gm38043	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	8	0
Tor3a	376	328	559	547	555	383	706	518	628	571	285	325	391	414	369	404	307	289
Fam20b	3896	4321	5564	3775	4012	3909	5480	6608	7226	5488	4015	3190	4252	5062	3805	3603	3861	3476
Gm19918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15428	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0
Ralgps2	1432	1613	2036	1581	1346	1645	2449	2961	2325	1691	1667	1364	1700	1856	1418	1510	1338	1278
Gm28693	0	0	0	0	0	0	0	0	0	4	0	2	2	1	0	2	3	0
Angptl1	4	1	0	2	0	0	0	0	13	0	0	0	1	2	1	2	0	0
Gm37802	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0
Gm37943	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4930439D14Rik	1	2	0	13	12	0	41	0	2	5	0	1	3	6	5	3	9	11
Gm28694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex35	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Gm30694	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Rasal2	213	224	251	180	201	198	199	329	335	282	345	297	210	237	223	228	167	170
Gm37788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810025M15Rik	21	37	120	65	68	86	39	54	29	37	90	85	23	44	51	32	46	17
Cryzl2	25	37	41	48	47	24	93	57	14	43	30	25	12	33	51	51	29	11
Gm15486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec16b	466	559	485	448	546	498	644	705	688	609	455	510	598	603	385	477	503	479
Gm37682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brinp2	2	2	0	2	1	18	0	0	0	0	10	1	9	1	4	0	0	1
Astn1	3	5	0	0	0	0	0	0	0	0	0	3	11	8	1	2	4	1
Gm37861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
