Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Rbbp4_KO1	Rbbp4_KO2	Ctbp2_KO1	Ctbp2_KO2	Ncor1_KO1	Ncor1_KO2
BB031773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insl5	111	129	29	16	14	9	76	124	107	59	64	58	61	138	70	99	184	104	85	70	54	74
Wdr78	69	72	38	32	54	27	29	116	70	68	65	62	57	46	51	62	76	32	47	41	71	54
Gm12710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mier1	4590	5134	1515	1100	1357	1600	2432	6059	3330	2591	3295	2969	4475	5449	3657	4052	3870	3393	4017	3788	3914	3750
Slc35d1	4148	4738	2954	3196	2420	2492	3078	6282	4891	4433	3627	3811	5355	6211	3637	3654	3780	3468	3570	3683	3141	3520
Gm44037	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
4921539E11Rik	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	9	2	2	0	3	2	1
4930456L15Rik	1	0	0	0	0	0	10	0	0	1	0	0	4	0	2	4	1	0	0	0	4	0
Oma1	842	888	680	546	993	986	1136	1128	1115	971	717	911	813	969	702	762	775	699	754	612	754	730
Gm12718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm12720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12715	159	165	172	347	381	367	310	338	258	269	149	176	195	194	137	110	141	198	119	114	169	136
Gm22801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dab1	0	7	11	2	0	0	0	6	0	0	0	0	5	0	0	0	2	1	3	1	1	4
Gm12719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm17662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyb2	182	230	78	38	108	73	137	220	128	140	95	99	237	269	107	147	158	126	173	141	122	142
Gm12721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkaa2	4346	4820	4437	3403	3088	3366	3833	7140	5272	4035	4805	4667	5465	6076	4752	4944	4685	5244	4867	4778	4541	4506
Plpp3	323	322	226	193	388	292	442	331	487	429	183	225	507	563	215	258	311	243	226	327	366	296
Gm12722	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm12723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12726	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0
Gm12728	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	1
Gm24363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12727	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
Gm26047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspd1-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp24	951	1239	2087	1743	1905	1645	1406	2790	1943	1613	2473	1970	1131	1470	1400	1382	1257	2182	1573	1248	1181	1279
Pcsk9	1476	1564	6105	8136	8261	8197	4623	3772	4183	4419	2282	2827	2328	2361	2265	2061	2117	2440	1947	1893	2019	1527
Bsnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem61	1	3	0	2	9	0	8	0	0	3	5	5	0	0	2	0	0	0	2	1	3	0
2700068H02Rik	0	2	0	0	0	0	4	3	0	0	4	5	0	1	2	0	2	0	3	1	0	0
Dhcr24	7781	8065	28201	28992	22904	23444	19796	17262	19758	19802	9748	9028	8893	9785	9234	9027	8660	10928	9714	8627	9588	9290
Gm12744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lexm	4	1	10	0	0	0	9	0	0	1	1	5	1	0	0	0	0	3	0	0	2	0
Ttc22	2237	2476	3506	3709	3473	3384	5392	3467	4028	3912	1553	1751	3008	3082	2445	2266	2384	1902	2391	2530	2153	2170
Pars2	97	70	114	101	191	161	263	102	178	184	128	128	102	89	103	100	152	106	66	87	110	79
Ttc4	794	830	720	617	694	621	1057	1029	1010	855	725	712	815	1038	786	805	796	581	621	648	850	822
Mroh7	26	16	9	10	23	21	25	20	14	13	17	19	25	26	26	5	24	1	1	13	10	12
Fam151a	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Acot11	697	698	1508	1516	1257	1269	1354	1630	1423	1461	434	424	897	1093	854	765	865	861	777	761	647	759
Gm12745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm12746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp3	1464	1682	2703	2822	3801	3437	3985	2904	3501	2617	2270	2511	1713	1905	1984	1767	1788	1959	1726	1422	1682	1505
Gm12786	0	6	0	0	0	9	0	0	11	0	2	1	0	4	2	0	0	0	1	0	3	0
Mrpl37	317	427	715	819	1050	1139	936	728	590	555	825	753	318	371	465	474	521	656	481	347	474	433
Cyb5rl	22	35	73	50	56	121	130	52	35	44	84	87	15	28	66	42	66	63	41	40	61	20
Cdcp2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceanc2	396	416	613	542	544	432	783	479	575	476	342	473	401	494	407	442	438	398	405	400	413	314
Tmem59	8198	8331	6154	8007	6097	5859	8906	9150	7715	9016	4140	4825	9538	10069	7170	6844	7688	4942	7220	7850	6931	5744
Ldlrad1	0	2	0	0	0	0	0	0	0	7	0	0	1	2	0	0	3	1	0	0	0	1
Lrrc42	909	772	912	768	953	714	1125	727	1111	1153	418	537	733	808	621	631	754	458	551	516	936	771
Hspb11	101	143	68	31	67	35	89	38	91	74	86	94	113	131	86	87	86	74	66	101	98	61
Gm12850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dio1	246	152	234	142	69	137	266	189	245	225	137	75	140	154	118	101	138	87	115	106	294	219
Yipf1	1712	1649	1653	1612	1656	1519	2411	1854	2445	2363	803	1073	1641	1813	1595	1415	1638	1167	1454	1434	1608	1373
Gm12870	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	1	0	1	0	2	0
Gm12869	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Ndc1	83	60	65	58	232	180	103	261	46	27	493	441	29	67	152	173	246	330	134	103	84	108
Gm24804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glis1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	5	0	0	1	0	0
Dmrtb1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm12906	6	1	1	2	2	16	0	4	0	5	1	3	0	6	1	0	2	1	2	2	2	5
Gm12907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933424M12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp8os3	0	0	10	3	0	0	0	0	0	0	1	5	0	0	0	0	0	1	1	0	0	0
Lrp8	83	91	114	158	284	240	128	224	49	86	443	303	57	80	144	188	162	248	192	82	115	133
Lrp8os2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0
Lrp8os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magoh	215	206	131	105	294	254	177	378	128	101	206	431	222	223	304	266	358	197	249	221	250	126
0610037L13Rik	131	192	220	257	345	240	288	197	145	220	238	299	136	198	202	203	180	205	145	170	178	155
Cpt2	2198	2478	2931	2765	2923	2513	3324	2897	3991	3510	1588	1851	2348	2640	2005	1935	2274	1955	1987	1893	2177	2181
4930407G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a7	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podn	27	41	14	26	31	20	83	26	59	36	10	10	43	34	30	28	40	20	20	18	24	36
Gm23354	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Scp2	6732	8220	4494	5254	5213	5018	7585	6014	7435	6800	3792	5210	8920	9572	6237	6553	6999	4766	5821	7129	6145	5363
Mir6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echdc2	142	129	326	309	349	273	280	281	236	186	128	190	140	171	116	170	165	118	139	137	151	101
Zyg11a	19	28	32	13	22	56	22	31	13	62	13	6	37	21	30	14	18	12	19	26	6	15
Zyg11b	1138	1279	1276	1043	1131	977	768	2084	1574	1509	1300	1142	1248	1399	1307	1337	1194	1607	1377	1155	1102	1181
Gm12742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa7	146	167	413	316	301	339	357	191	345	235	219	283	158	209	169	190	214	237	204	167	213	158
Shisal2a	0	2	5	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	1	6	0
Gpx7	113	114	108	91	141	109	207	189	122	148	76	68	159	153	131	76	130	70	107	123	128	79
Gm12738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tut4	401	392	154	149	207	283	237	320	313	271	540	479	497	507	360	363	431	495	443	445	356	365
Gm24967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm12739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Gm23138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm12737	0	0	0	0	0	8	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Gm25827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm22345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38a	465	480	236	319	461	316	337	368	405	311	554	601	377	557	498	493	584	450	409	354	475	345
Orc1	13	29	2	2	24	5	22	25	0	11	64	67	16	20	38	29	52	61	30	31	16	30
Gm12743	0	0	0	0	2	0	0	0	0	3	2	3	0	1	2	0	2	0	0	0	0	0
Cc2d1b	545	572	996	1109	1048	1263	1030	1064	581	794	893	910	589	698	744	691	717	833	595	593	553	662
Gm20731	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	1	0	0	1	0	1	2
Gm17354	41	44	67	63	23	6	73	43	58	24	20	47	33	46	47	30	24	45	42	30	26	43
Zfyve9	695	928	847	631	523	501	539	1030	867	942	1096	874	740	1072	656	742	788	863	895	753	562	739
3110021N24Rik	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	3	0	1	1
Gm12741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btf3l4	401	432	316	257	369	305	332	358	330	329	516	557	373	500	410	442	405	355	361	367	434	240
Txndc12	429	385	449	497	519	460	706	510	531	426	331	352	402	398	368	377	339	330	263	232	372	301
A730015C16Rik	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0
Kti12	51	58	96	45	152	169	86	133	44	61	202	151	42	48	121	118	124	168	84	72	88	69
Rab3b	5	7	16	12	4	3	30	11	28	3	1	10	14	22	2	11	11	6	4	4	6	6
Gm12736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8030443G20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrd1	2439	2770	2256	1999	2765	2300	2228	3679	2452	2937	3585	2910	2664	3086	2346	2624	2703	3538	2738	2415	2522	2881
Mir761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl9	1405	1320	1901	1399	1838	1524	1282	2461	2241	1900	1772	1592	1418	1661	1338	1406	1601	1576	1334	1083	1655	1416
Gm23743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eps15	967	1022	1222	923	966	723	859	1488	936	943	1647	1577	1086	1225	1042	1112	1212	1317	1024	933	1000	967
Gm12749	0	0	0	1	0	0	0	0	0	0	4	6	2	1	2	1	4	0	4	2	2	1
Ttc39aos1	5	14	4	5	14	0	18	7	11	2	25	41	21	12	27	26	27	20	27	21	10	12
Ttc39a	196	210	335	404	492	356	481	406	280	380	350	412	216	300	353	309	368	366	303	251	295	229
Rnf11	1010	1331	1045	890	947	983	1113	842	1077	902	1050	1119	1064	1294	1074	1195	1095	1162	1043	1021	1069	1024
4930522H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9630013D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2c	25	52	64	59	74	39	49	36	53	44	106	158	32	56	55	59	56	83	34	34	32	39
Faf1	757	751	725	843	995	943	833	1214	936	902	1270	1019	665	749	653	675	789	926	722	657	803	722
Gm12808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrta2os	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0
Dmrta2	0	0	0	2	6	0	6	0	0	0	0	2	3	5	5	6	1	3	0	0	0	0
Elavl4	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	3	0
Agbl4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Gm12806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12804	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0
Gm12805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bend5	0	0	0	0	0	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0
n-R5s191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata6	284	213	195	233	86	40	242	349	126	209	185	170	186	224	186	176	170	188	170	177	217	210
Gm12961	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
Gm12960	1	1	4	6	12	0	0	5	3	10	3	11	4	11	8	5	10	7	8	4	2	2
Slc5a9	553	639	955	838	1105	963	894	891	803	653	943	920	822	742	911	651	631	635	796	739	701	526
Skint8	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	1	0	0	0	0	0
Skint7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint4	4	8	7	1	13	0	0	3	0	2	3	0	4	2	0	1	11	1	5	6	8	9
Gm12820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Skint9	12	21	0	0	0	0	5	0	6	0	14	21	15	22	16	4	14	6	17	13	22	14
Gm12819	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
Gm12821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Gm24099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Skint6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm12816	0	8	19	18	52	37	13	49	0	8	29	17	7	5	7	9	7	26	5	3	11	8
Gm12818	1	2	0	3	2	0	0	8	0	0	3	1	0	5	0	0	0	1	1	0	1	8
Gm12813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0
Gm12825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trabd2b	0	0	9	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Gm28864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
Gm12829	3	19	4	1	8	15	0	8	3	0	6	4	2	1	3	2	14	2	12	4	10	6
9130410C08Rik	23	23	9	12	0	7	26	4	0	12	2	5	21	14	22	16	27	16	22	10	4	9
Gm12830	0	0	0	0	4	0	8	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Gm23230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd2	660	839	1196	1218	639	624	1818	1598	1145	1299	730	566	807	958	738	637	827	651	894	717	647	681
Foxd2os	148	178	273	124	92	88	248	163	219	177	145	171	134	204	171	141	204	154	171	174	132	80
Foxe3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Cmpk1	11492	13426	6812	4388	4752	5691	12146	6838	9926	4697	7189	9165	11063	13780	11015	12335	11805	8345	9083	10254	11741	9248
Gm24045	6	0	0	0	0	0	0	13	0	5	3	3	3	9	7	7	11	7	4	0	4	6
Stil	66	78	84	43	148	37	73	162	127	99	251	202	70	95	88	111	171	189	87	72	75	59
Tal1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzk1ip1	1229	1236	1319	1742	3175	2277	3043	1578	2686	2646	384	485	1127	1360	1116	1160	1158	683	745	1068	1108	683
Cyp4x1	0	2	0	0	5	0	0	9	18	2	0	5	3	4	12	3	12	2	5	7	8	2
Cyp4x1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cyp4a28-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a29-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12834	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Cyp4a29	56	22	126	202	11	89	19	51	69	42	8	6	26	20	6	35	14	9	26	27	32	26
Cyp4a12a	6	7	0	0	0	0	2	0	0	0	0	1	0	6	3	0	0	0	3	0	3	0
Cyp4a30-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12b	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4
Gm12837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a30b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a10	0	0	14	1	0	0	0	0	0	0	2	0	0	0	3	0	3	0	1	2	3	0
Cyp4b1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cyp4a31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4b1-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a32	1	26	0	1	0	8	5	24	15	2	2	8	6	15	5	8	1	1	11	8	2	2
Cyp4b1	2140	2593	659	736	1002	903	2798	2147	2479	2230	1646	1611	3567	3260	1631	1555	1781	1536	3491	3422	1600	1991
Gm12848	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab14	1012	1139	840	829	980	924	1090	1725	942	1191	1353	1048	1201	1357	1106	1035	1067	1420	1112	1048	932	1121
Tex38	2	7	0	3	0	0	0	1	9	6	0	8	0	3	0	0	3	8	0	3	1	1
Atpaf1	238	241	240	242	322	328	388	392	392	268	276	301	235	265	253	270	296	284	234	232	192	188
Gm12847	1	5	0	3	0	5	0	0	0	4	0	1	1	2	1	0	0	2	0	1	2	0
Mob3c	263	293	252	264	315	291	357	394	356	287	274	366	293	326	272	307	288	178	242	272	262	275
Mknk1	258	229	262	369	390	236	448	319	356	315	185	267	249	270	244	253	263	165	256	270	231	173
Gm29434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kncn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
6430628N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faah	456	544	742	682	543	586	954	937	774	700	675	637	467	550	571	515	585	693	802	548	472	446
Nsun4	147	121	216	229	334	205	290	316	210	171	242	263	104	193	184	172	179	156	145	141	196	124
Uqcrh	3551	3309	3620	3796	5694	3997	4739	2676	4759	4560	1973	3945	3555	3940	3432	3405	3659	2100	2741	3061	3895	2470
Gm12854	29	33	7	49	48	44	30	12	25	28	49	37	18	21	44	39	22	26	19	20	39	30
Lrrc41	803	749	2344	2124	1939	1989	1938	1304	1723	1697	986	878	798	788	843	833	782	936	815	766	800	733
Rad54l	12	28	12	14	137	22	29	52	0	15	142	141	9	23	46	40	69	116	24	29	28	29
Pomgnt1	295	426	751	534	840	755	818	540	565	561	533	572	436	499	418	463	420	524	502	348	470	332
Lurap1	3	4	0	3	12	0	0	0	0	0	10	8	7	4	3	0	4	6	3	4	6	6
Tspan1	16678	17726	11904	10113	11244	7891	19367	18035	22096	17021	7993	8498	17513	20029	13604	14986	15386	12398	14372	15024	18171	18614
1700042G07Rik	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	3	0	0	1	4	0
Gm49337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12951	0	0	0	5	0	0	0	6	0	0	0	0	0	0	1	3	0	1	0	1	6	4
Llph-ps1	0	0	1	1	1	0	0	0	0	0	4	5	0	2	1	2	0	1	0	2	2	0
Pik3r3	1251	1454	1097	855	1179	1064	1131	2019	1381	1591	1321	1147	1256	1480	1558	1408	1203	1490	1468	1327	1336	1469
Mast2	2239	3030	6045	5796	3959	3716	4476	6584	5518	5541	5714	4086	3315	3365	2749	2626	2621	4158	3363	2500	2308	3127
Gm12950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipp	173	237	137	120	141	99	205	158	361	183	348	343	269	307	200	232	199	253	276	195	203	152
Tmem69	131	172	78	44	128	75	90	136	72	127	200	181	155	168	176	183	185	151	167	165	133	103
Gm12953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpbp1l1	2313	2431	2998	1953	2176	2366	3267	4101	3971	2946	2604	2106	2553	2950	2214	2118	2263	2333	2205	1953	2231	2339
C530005A16Rik	2	0	0	0	6	2	0	0	8	0	10	6	10	1	6	2	2	3	9	14	3	2
Ccdc17	78	39	67	28	48	79	53	37	103	66	39	81	60	82	61	43	74	39	56	64	79	33
Nasp	240	295	295	252	414	320	312	269	143	175	879	880	255	298	427	423	504	526	370	331	308	276
Akr1a1	9630	9858	18286	18571	17761	16492	19545	12076	16712	15410	7695	10268	9488	11197	9226	9474	9858	7811	8221	8840	10280	8024
Gm25137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx1	9208	11045	4292	3077	7627	5090	3895	9663	4352	6050	10012	13067	7534	10086	10188	11004	10835	8617	9307	8872	10956	7361
Mmachc	53	91	41	27	104	91	57	92	25	16	228	247	48	87	86	96	90	111	141	68	86	70
Ccdc163	89	74	127	168	103	40	115	101	65	49	79	173	118	89	101	105	78	66	80	89	83	78
Tesk2	1368	1528	2946	2918	2004	1772	2073	1781	2465	2093	1266	1489	1552	1751	1290	1358	1337	943	1125	1283	1118	1106
